"id" "make" "model" "year" "class" "trans" "drive" "cyl" "displ" "fuel" "hwy" "cty"
34493 "Kia" "Soul ECO dynamics" 2014 "Station Wagons" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 31 24
33775 "Lamborghini" "Aventador Coupe" 2014 "Two Seaters" "Automatic" "All-Wheel Drive" 12 6.5 "Premium" 18 11
33617 "Lamborghini" "Aventador Roadster" 2014 "Two Seaters" "Automatic" "All-Wheel Drive" 12 6.5 "Premium" 16 10
33618 "Lamborghini" "Aventador Veneno Coupe" 2014 "Two Seaters" "Automatic" "All-Wheel Drive" 12 6.5 "Premium" 17 11
33771 "Lamborghini" "Gallardo Coupe" 2014 "Two Seaters" "Automatic" "All-Wheel Drive" 10 5.2 "Premium" 20 13
33773 "Lamborghini" "Gallardo Coupe" 2014 "Two Seaters" "Manual" "All-Wheel Drive" 10 5.2 "Premium" 20 12
33772 "Lamborghini" "Gallardo Spyder" 2014 "Two Seaters" "Automatic" "All-Wheel Drive" 10 5.2 "Premium" 20 13
33774 "Lamborghini" "Gallardo Spyder" 2014 "Two Seaters" "Manual" "All-Wheel Drive" 10 5.2 "Premium" 20 12
34546 "Lexus" "CT 200h" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.8 "Regular" 40 43
34481 "Lexus" "ES 300h" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.5 "Regular" 39 40
34482 "Lexus" "ES 350" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 6 3.5 "Regular" 31 21
34517 "Lexus" "GS 350" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium" 29 19
34483 "Lexus" "GS 350 AWD" 2014 "Midsize Cars" "Automatic" "All-Wheel Drive" 6 3.5 "Premium" 26 19
34484 "Lexus" "GS 450h" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium" 34 29
33646 "Lexus" "IS 250" 2014 "Compact Cars" "Automatic" "Rear-Wheel Drive" 6 2.5 "Premium" 30 21
33647 "Lexus" "IS 250 AWD" 2014 "Compact Cars" "Automatic" "All-Wheel Drive" 6 2.5 "Premium" 27 20
34429 "Lexus" "IS 250 C" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 6 2.5 "Premium" 30 21
33644 "Lexus" "IS 350" 2014 "Compact Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium" 28 19
33645 "Lexus" "IS 350 AWD" 2014 "Compact Cars" "Automatic" "All-Wheel Drive" 6 3.5 "Premium" 26 19
34428 "Lexus" "IS 350 C" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium" 27 19
34469 "Lexus" "IS F" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 8 5 "Premium" 23 16
34477 "Lexus" "LS 460" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 8 4.6 "Premium" 24 16
34478 "Lexus" "LS 460 AWD" 2014 "Midsize Cars" "Automatic" "All-Wheel Drive" 8 4.6 "Premium" 23 16
34479 "Lexus" "LS 460 L" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 8 4.6 "Premium" 24 16
34480 "Lexus" "LS 460 L AWD" 2014 "Midsize Cars" "Automatic" "All-Wheel Drive" 8 4.6 "Premium" 23 16
34485 "Lexus" "LS 600h L" 2014 "Midsize Cars" "Automatic" "All-Wheel Drive" 8 5 "Premium" 23 19
33683 "Lincoln" "MKS AWD" 2014 "Large Cars" "Automatic" "All-Wheel Drive" 6 3.5 "Regular" 25 17
33684 "Lincoln" "MKS AWD" 2014 "Large Cars" "Automatic" "All-Wheel Drive" 6 3.7 "Regular" 26 18
33685 "Lincoln" "MKS FWD" 2014 "Large Cars" "Automatic" "Front-Wheel Drive" 6 3.7 "Regular" 28 19
34092 "Lincoln" "MKZ AWD" 2014 "Midsize Cars" "Automatic" "All-Wheel Drive" 4 2 "Regular" 31 22
34094 "Lincoln" "MKZ AWD" 2014 "Midsize Cars" "Automatic" "All-Wheel Drive" 6 3.7 "Regular" 26 18
34093 "Lincoln" "MKZ FWD" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 33 22
34095 "Lincoln" "MKZ FWD" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 6 3.7 "Regular" 28 19
34316 "Lincoln" "MKZ Hybrid FWD" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 45 45
34148 "Lotus" "Evora" 2014 "Minicompact Cars" "Manual" "Rear-Wheel Drive" 6 3.5 "Premium" 26 18
34149 "Lotus" "Evora" 2014 "Minicompact Cars" "Manual" "Rear-Wheel Drive" 6 3.5 "Premium" 26 17
34150 "Lotus" "Evora" 2014 "Minicompact Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium" 28 19
34151 "Lotus" "Evora" 2014 "Minicompact Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium" 28 19
34790 "MINI" "Cooper (3-doors)" 2014 "Subcompact Cars" "Automatic" "Front-Wheel Drive" 3 1.5 "Premium" 41 29
34791 "MINI" "Cooper (3-doors)" 2014 "Subcompact Cars" "Manual" "Front-Wheel Drive" 3 1.5 "Premium" 42 30
33995 "MINI" "Cooper Clubman" 2014 "Subcompact Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Premium" 35 27
34042 "MINI" "Cooper Clubman" 2014 "Subcompact Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Premium" 35 28
33980 "MINI" "Cooper Clubvan" 2014 "Two Seaters" "Automatic" "Front-Wheel Drive" 4 1.6 "Premium" 35 27
34147 "MINI" "Cooper Clubvan" 2014 "Two Seaters" "Manual" "Front-Wheel Drive" 4 1.6 "Premium" 35 28
33992 "MINI" "Cooper Convertible" 2014 "Minicompact Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Premium" 35 27
34033 "MINI" "Cooper Convertible" 2014 "Minicompact Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Premium" 35 28
34005 "MINI" "Cooper Countryman" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Premium" 30 25
34067 "MINI" "Cooper Countryman" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Premium" 35 28
33981 "MINI" "Cooper Coupe" 2014 "Two Seaters" "Automatic" "Front-Wheel Drive" 4 1.6 "Premium" 36 28
33982 "MINI" "Cooper Coupe" 2014 "Two Seaters" "Manual" "Front-Wheel Drive" 4 1.6 "Premium" 37 29
34006 "MINI" "Cooper Paceman" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Premium" 30 25
34068 "MINI" "Cooper Paceman" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Premium" 35 28
33983 "MINI" "Cooper Roadster" 2014 "Two Seaters" "Automatic" "Front-Wheel Drive" 4 1.6 "Premium" 35 27
34028 "MINI" "Cooper Roadster" 2014 "Two Seaters" "Manual" "Front-Wheel Drive" 4 1.6 "Premium" 35 28
34792 "MINI" "Cooper S (3-doors)" 2014 "Subcompact Cars" "Manual" "Front-Wheel Drive" 4 2 "Premium" 38 25
34858 "MINI" "Cooper S (3-doors)" 2014 "Subcompact Cars" "Automatic" "Front-Wheel Drive" 4 2 "Premium" 38 27
33996 "MINI" "Cooper S Clubman" 2014 "Subcompact Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Premium" 35 26
34043 "MINI" "Cooper S Clubman" 2014 "Subcompact Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Premium" 35 26
33993 "MINI" "Cooper S Convertible" 2014 "Minicompact Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Premium" 35 26
34034 "MINI" "Cooper S Convertible" 2014 "Minicompact Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Premium" 35 26
34007 "MINI" "Cooper S Countryman" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Premium" 32 25
34008 "MINI" "Cooper S Countryman" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Premium" 32 26
34009 "MINI" "Cooper S Countryman All4" 2014 "Compact Cars" "Automatic" "All-Wheel Drive" 4 1.6 "Premium" 30 23
34010 "MINI" "Cooper S Countryman All4" 2014 "Compact Cars" "Manual" "All-Wheel Drive" 4 1.6 "Premium" 31 25
33984 "MINI" "Cooper S Coupe" 2014 "Two Seaters" "Manual" "Front-Wheel Drive" 4 1.6 "Premium" 35 26
34030 "MINI" "Cooper S Coupe" 2014 "Two Seaters" "Automatic" "Front-Wheel Drive" 4 1.6 "Premium" 35 26
34011 "MINI" "Cooper S Paceman" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Premium" 32 25
34012 "MINI" "Cooper S Paceman" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Premium" 32 26
34013 "MINI" "Cooper S Paceman All4" 2014 "Compact Cars" "Automatic" "All-Wheel Drive" 4 1.6 "Premium" 30 23
34014 "MINI" "Cooper S Paceman All4" 2014 "Compact Cars" "Manual" "All-Wheel Drive" 4 1.6 "Premium" 31 25
33985 "MINI" "Cooper S Roadster" 2014 "Two Seaters" "Manual" "Front-Wheel Drive" 4 1.6 "Premium" 35 26
34029 "MINI" "Cooper S Roadster" 2014 "Two Seaters" "Automatic" "Front-Wheel Drive" 4 1.6 "Premium" 35 26
34015 "MINI" "JCW Countryman All4" 2014 "Compact Cars" "Automatic" "All-Wheel Drive" 4 1.6 "Premium" 30 23
34016 "MINI" "JCW Countryman All4" 2014 "Compact Cars" "Manual" "All-Wheel Drive" 4 1.6 "Premium" 31 25
34017 "MINI" "JCW Paceman All4" 2014 "Compact Cars" "Automatic" "All-Wheel Drive" 4 1.6 "Premium" 30 23
34018 "MINI" "JCW Paceman All4" 2014 "Compact Cars" "Manual" "All-Wheel Drive" 4 1.6 "Premium" 31 25
33997 "MINI" "John Cooper Works Clubman" 2014 "Subcompact Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Premium" 35 26
34044 "MINI" "John Cooper Works Clubman" 2014 "Subcompact Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Premium" 35 26
33994 "MINI" "John Cooper Works Convertible" 2014 "Minicompact Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Premium" 35 26
34035 "MINI" "John Cooper Works Convertible" 2014 "Minicompact Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Premium" 35 26
33986 "MINI" "John Cooper Works Coupe" 2014 "Two Seaters" "Manual" "Front-Wheel Drive" 4 1.6 "Premium" 35 26
34031 "MINI" "John Cooper Works Coupe" 2014 "Two Seaters" "Automatic" "Front-Wheel Drive" 4 1.6 "Premium" 35 26
33987 "MINI" "John Cooper Works Roadster" 2014 "Two Seaters" "Manual" "Front-Wheel Drive" 4 1.6 "Premium" 35 26
34032 "MINI" "John Cooper Works Roadster" 2014 "Two Seaters" "Automatic" "Front-Wheel Drive" 4 1.6 "Premium" 35 26
34437 "Maserati" "Ghibli V6" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 6 3 "Premium" 25 15
34190 "Maserati" "Ghibli V6 AWD" 2014 "Midsize Cars" "Automatic" "All-Wheel Drive" 6 3 "Premium" 25 15
33913 "Maserati" "GranTurismo" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 8 4.7 "Premium" 21 13
34154 "Maserati" "GranTurismo Convertible" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 8 4.7 "Premium" 20 13
34100 "Maserati" "Quattroporte GTS" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 8 3.8 "Premium" 22 13
34220 "Maserati" "Quattroporte SQ4 V6" 2014 "Large Cars" "Automatic" "All-Wheel Drive" 6 3 "Premium" 24 15
34162 "Mazda" "2" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 1.5 "Regular" 35 29
34163 "Mazda" "2" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.5 "Regular" 34 28
34245 "Mazda" "3 4-Door" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 41 30
34246 "Mazda" "3 4-Door" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 2 "Regular" 41 29
34274 "Mazda" "3 4-Door" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 2.5 "Regular" 39 28
34275 "Mazda" "3 4-Door" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 2.5 "Regular" 39 28
33941 "Mazda" "3 5-Door" 2014 "Midsize Cars" "Manual" "Front-Wheel Drive" 4 2 "Regular" 40 29
33942 "Mazda" "3 5-Door" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 40 30
34287 "Mazda" "3 5-Door" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.5 "Regular" 37 27
34288 "Mazda" "3 5-Door" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.5 "Regular" 38 28
33399 "Mazda" "6" 2014 "Midsize Cars" "Manual" "Front-Wheel Drive" 4 2.5 "Regular" 37 25
33400 "Mazda" "6" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.5 "Regular" 38 26
33906 "Mazda" "6" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.5 "Regular" 40 28
33908 "Mazda" "MX-5" 2014 "Two Seaters" "Manual" "Rear-Wheel Drive" 4 2 "Premium" 28 22
33909 "Mazda" "MX-5" 2014 "Two Seaters" "Manual" "Rear-Wheel Drive" 4 2 "Premium" 28 21
33910 "Mazda" "MX-5" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 4 2 "Premium" 28 21
34919 "McLaren Automotive" "MP4-12C Coupe" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 8 3.8 "Premium" 22 15
34920 "McLaren Automotive" "MP4-12C Spider" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 8 3.8 "Premium" 22 15
34063 "Mercedes-Benz" "C250" 2014 "Compact Cars" "Automatic" "Rear-Wheel Drive" 4 1.8 "Premium" 31 22
34037 "Mercedes-Benz" "C250 Coupe" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 4 1.8 "Premium" 31 22
33649 "Mercedes-Benz" "C300 4matic" 2014 "Compact Cars" "Automatic" "4-Wheel Drive" 6 3.5 "Premium" 29 20
33814 "Mercedes-Benz" "C300 4matic" 2014 "Compact Cars" "Automatic" "4-Wheel Drive" 6 3.5 "Premium or E85" 27 20
34276 "Mercedes-Benz" "C300 4matic" 2014 "Compact Cars" "Automatic" "4-Wheel Drive" 6 3.5 "Premium" 27 20
33648 "Mercedes-Benz" "C350" 2014 "Compact Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium" 29 20
33650 "Mercedes-Benz" "C350" 2014 "Compact Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium or E85" 29 20
33921 "Mercedes-Benz" "C350" 2014 "Compact Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium" 29 20
34039 "Mercedes-Benz" "C350 4matic Coupe" 2014 "Subcompact Cars" "Automatic" "4-Wheel Drive" 6 3.5 "Premium" 27 19
34040 "Mercedes-Benz" "C350 Coupe" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium" 28 20
34064 "Mercedes-Benz" "C63 AMG" 2014 "Compact Cars" "Automatic" "Rear-Wheel Drive" 8 6.2 "Premium" 19 13
34038 "Mercedes-Benz" "C63 AMG Coupe" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 8 6.2 "Premium" 19 13
33651 "Mercedes-Benz" "CL550 4matic" 2014 "Compact Cars" "Automatic" "4-Wheel Drive" 8 4.7 "Premium" 24 15
34065 "Mercedes-Benz" "CL600" 2014 "Compact Cars" "Automatic" "Rear-Wheel Drive" 12 5.5 "Premium" 18 12
33652 "Mercedes-Benz" "CL63 AMG" 2014 "Compact Cars" "Automatic" "Rear-Wheel Drive" 8 5.5 "Premium" 22 15
34066 "Mercedes-Benz" "CL65 AMG" 2014 "Compact Cars" "Automatic" "Rear-Wheel Drive" 12 6 "Premium" 18 12
34455 "Mercedes-Benz" "CLA250" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 2 "Premium" 38 26
34786 "Mercedes-Benz" "CLA250 4matic" 2014 "Compact Cars" "Automatic" "4-Wheel Drive" 4 2 "Premium" 32 24
34571 "Mercedes-Benz" "CLA45 AMG 4matic" 2014 "Compact Cars" "Automatic" "4-Wheel Drive" 4 2 "Premium" 31 23
33568 "Mercedes-Benz" "CLS550" 2014 "Compact Cars" "Automatic" "Rear-Wheel Drive" 8 4.7 "Premium" 25 17
33569 "Mercedes-Benz" "CLS550 4matic" 2014 "Compact Cars" "Automatic" "4-Wheel Drive" 8 4.7 "Premium" 24 17
33653 "Mercedes-Benz" "CLS63 AMG" 2014 "Compact Cars" "Automatic" "Rear-Wheel Drive" 8 5.5 "Premium" 25 16
33815 "Mercedes-Benz" "CLS63 AMG 4matic" 2014 "Compact Cars" "Automatic" "4-Wheel Drive" 8 5.5 "Premium" 22 16
33654 "Mercedes-Benz" "CLS63 AMG S" 2014 "Compact Cars" "Automatic" "Rear-Wheel Drive" 8 5.5 "Premium" 25 16
33816 "Mercedes-Benz" "CLS63 AMG S 4matic" 2014 "Compact Cars" "Automatic" "4-Wheel Drive" 8 5.5 "Premium" 22 16
34396 "Mercedes-Benz" "E250 Bluetec" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 4 2.1 "Diesel" 42 28
34397 "Mercedes-Benz" "E250 Bluetec 4matic" 2014 "Midsize Cars" "Automatic" "4-Wheel Drive" 4 2.1 "Diesel" 38 27
33550 "Mercedes-Benz" "E350" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium" 30 20
33551 "Mercedes-Benz" "E350" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium or E85" 29 20
33580 "Mercedes-Benz" "E350" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium" 29 20
33549 "Mercedes-Benz" "E350 4matic" 2014 "Midsize Cars" "Automatic" "4-Wheel Drive" 6 3.5 "Premium" 27 20
33579 "Mercedes-Benz" "E350 4matic" 2014 "Midsize Cars" "Automatic" "4-Wheel Drive" 6 3.5 "Premium or E85" 28 20
33668 "Mercedes-Benz" "E350 4matic" 2014 "Midsize Cars" "Automatic" "4-Wheel Drive" 6 3.5 "Premium" 28 20
33686 "Mercedes-Benz" "E350 4matic (wagon)" 2014 "Station Wagons" "Automatic" "4-Wheel Drive" 6 3.5 "Premium" 27 20
33788 "Mercedes-Benz" "E350 4matic Coupe" 2014 "Subcompact Cars" "Automatic" "4-Wheel Drive" 6 3.5 "Premium" 28 20
33789 "Mercedes-Benz" "E350 4matic Coupe" 2014 "Subcompact Cars" "Automatic" "4-Wheel Drive" 6 3.5 "Premium or E85" 28 20
33792 "Mercedes-Benz" "E350 4matic Coupe" 2014 "Subcompact Cars" "Automatic" "4-Wheel Drive" 6 3.5 "Premium" 28 20
33915 "Mercedes-Benz" "E350 Convertible" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium or E85" 28 20
33916 "Mercedes-Benz" "E350 Convertible" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium" 28 19
33790 "Mercedes-Benz" "E350 Coupe" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium or E85" 29 20
33791 "Mercedes-Benz" "E350 Coupe" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium" 28 20
33914 "Mercedes-Benz" "E350 Coupe" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium" 30 20
33848 "Mercedes-Benz" "E400 Hybrid" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium" 30 24
33608 "Mercedes-Benz" "E550 4matic" 2014 "Midsize Cars" "Automatic" "4-Wheel Drive" 8 4.7 "Premium" 24 18
33793 "Mercedes-Benz" "E550 Convertible" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 8 4.7 "Premium" 26 17
34041 "Mercedes-Benz" "E550 Coupe" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" 8 4.7 "Premium" 26 18
33669 "Mercedes-Benz" "E63 AMG" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 8 5.5 "Premium" 24 16
33943 "Mercedes-Benz" "E63 AMG 4matic" 2014 "Midsize Cars" "Automatic" "4-Wheel Drive" 8 5.5 "Premium" 23 16
33861 "Mercedes-Benz" "E63 AMG 4matic (wagon)" 2014 "Station Wagons" "Automatic" "4-Wheel Drive" 8 5.5 "Premium" 21 15
33670 "Mercedes-Benz" "E63 AMG S" 2014 "Midsize Cars" "Automatic" "Rear-Wheel Drive" 8 5.5 "Premium" 24 16
33944 "Mercedes-Benz" "E63 AMG S 4matic" 2014 "Midsize Cars" "Automatic" "4-Wheel Drive" 8 5.5 "Premium" 22 15
33862 "Mercedes-Benz" "E63 AMG S 4matic (wagon)" 2014 "Station Wagons" "Automatic" "4-Wheel Drive" 8 5.5 "Premium" 21 15
34439 "Mercedes-Benz" "S550" 2014 "Large Cars" "Automatic" "Rear-Wheel Drive" 8 4.7 "Premium" 25 17
34566 "Mercedes-Benz" "S550 4matic" 2014 "Large Cars" "Automatic" "4-Wheel Drive" 8 4.7 "Premium" 26 16
34565 "Mercedes-Benz" "S63 AMG 4matic" 2014 "Large Cars" "Automatic" "4-Wheel Drive" 8 5.5 "Premium" 23 15
33619 "Mercedes-Benz" "SL550" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 8 4.7 "Premium" 25 18
33620 "Mercedes-Benz" "SL63 AMG" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 8 5.5 "Premium" 25 16
34260 "Mercedes-Benz" "SL65 AMG" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 12 6 "Premium" 21 14
34021 "Mercedes-Benz" "SLK250" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 4 1.8 "Premium" 33 23
34022 "Mercedes-Benz" "SLK250" 2014 "Two Seaters" "Manual" "Rear-Wheel Drive" 4 1.8 "Premium" 32 22
34023 "Mercedes-Benz" "SLK350" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 6 3.5 "Premium" 29 21
33621 "Mercedes-Benz" "SLK55 AMG" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 8 5.5 "Premium" 28 19
34261 "Mercedes-Benz" "SLS AMG Black Series Coupe" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 8 6.2 "Premium" 17 13
34024 "Mercedes-Benz" "SLS AMG Coupe" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 8 6.2 "Premium" 19 13
34026 "Mercedes-Benz" "SLS AMG GT Coupe" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 8 6.2 "Premium" 19 13
34027 "Mercedes-Benz" "SLS AMG GT Roadster" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 8 6.2 "Premium" 19 13
34025 "Mercedes-Benz" "SLS AMG Roadster" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 8 6.2 "Premium" 19 13
33570 "Mitsubishi" "Lancer" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 2 "Regular" 34 25
33571 "Mitsubishi" "Lancer" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 34 26
33572 "Mitsubishi" "Lancer" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 2.4 "Regular" 31 22
33573 "Mitsubishi" "Lancer" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 2.4 "Regular" 30 23
33574 "Mitsubishi" "Lancer" 2014 "Compact Cars" "Automatic" "All-Wheel Drive" 4 2 "Premium" 25 18
33575 "Mitsubishi" "Lancer AWD" 2014 "Compact Cars" "Automatic" "All-Wheel Drive" 4 2.4 "Regular" 29 22
33576 "Mitsubishi" "Lancer Evolution" 2014 "Compact Cars" "Manual" "All-Wheel Drive" 4 2 "Premium" 23 17
33577 "Mitsubishi" "Lancer Evolution" 2014 "Compact Cars" "Automatic" "All-Wheel Drive" 4 2 "Premium" 22 17
33586 "Mitsubishi" "Lancer Sportback" 2014 "Station Wagons" "Automatic" "Front-Wheel Drive" 4 2 "Regular" 32 24
33587 "Mitsubishi" "Lancer Sportback" 2014 "Station Wagons" "Automatic" "Front-Wheel Drive" 4 2.4 "Regular" 29 22
34339 "Mitsubishi" "Mirage" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 3 1.2 "Regular" 42 34
34340 "Mitsubishi" "Mirage" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 3 1.2 "Regular" 44 37
34901 "Mitsubishi" "i-MiEV" 2014 "Subcompact Cars" "Automatic" "Rear-Wheel Drive" NA NA "Electricity" 99 126
33988 "Nissan" "370Z" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 6 3.7 "Premium" 26 19
33989 "Nissan" "370Z" 2014 "Two Seaters" "Manual" "Rear-Wheel Drive" 6 3.7 "Premium" 26 18
33990 "Nissan" "370Z Roadster" 2014 "Two Seaters" "Automatic" "Rear-Wheel Drive" 6 3.7 "Premium" 25 18
33991 "Nissan" "370Z Roadster" 2014 "Two Seaters" "Manual" "Rear-Wheel Drive" 6 3.7 "Premium" 25 17
34247 "Nissan" "Altima" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 2.5 "Regular" 38 27
34248 "Nissan" "Altima" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 6 3.5 "Regular" 31 22
34572 "Nissan" "Cube" 2014 "Station Wagons" "Automatic" "Front-Wheel Drive" 4 1.8 "Regular" 31 27
34573 "Nissan" "Cube" 2014 "Station Wagons" "Manual" "Front-Wheel Drive" 4 1.8 "Regular" 30 25
33432 "Nissan" "GT-R" 2014 "Subcompact Cars" "Automatic" "All-Wheel Drive" 6 3.8 "Premium" 23 16
34495 "Nissan" "Juke" 2014 "Station Wagons" "Automatic" "Front-Wheel Drive" 4 1.6 "Premium" 32 27
34496 "Nissan" "Juke" 2014 "Station Wagons" "Manual" "Front-Wheel Drive" 4 1.6 "Premium" 31 25
34497 "Nissan" "Juke AWD" 2014 "Station Wagons" "Automatic" "All-Wheel Drive" 4 1.6 "Premium" 30 25
34699 "Nissan" "Leaf" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" NA NA "Electricity" 101 126
34349 "Nissan" "Maxima" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 6 3.5 "Premium" 26 19
34612 "Nissan" "Sentra" 2014 "Midsize Cars" "Manual" "Front-Wheel Drive" 4 1.8 "Regular" 36 27
34613 "Nissan" "Sentra" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 1.8 "Regular" 39 30
34615 "Nissan" "Sentra" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 1.8 "Regular" 39 30
34614 "Nissan" "Sentra FE" 2014 "Midsize Cars" "Automatic" "Front-Wheel Drive" 4 1.8 "Regular" 40 30
33581 "Nissan" "Versa" 2014 "Compact Cars" "Automatic" "Front-Wheel Drive" 4 1.6 "Regular" 40 31
33582 "Nissan" "Versa" 2014 "Compact Cars" "Manual" "Front-Wheel Drive" 4 1.6 "Regular" 36 27
